               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  85,            0.026913,            0.018716,           0.0018088,             0.87685,             0.97349,             0.98483,             0.62023,            0.025367,            0.017238,           0.0016444,            0.007228,            0.007228,            0.007228
                  86,            0.026167,            0.018148,           0.0018756,             0.91154,             0.94012,             0.96812,             0.65061,            0.023196,            0.017681,           0.0017533,            0.007195,            0.007195,            0.007195
                  87,            0.024695,            0.018199,           0.0018174,             0.90938,             0.95114,             0.97546,             0.65875,            0.022419,            0.017515,           0.0016096,            0.007162,            0.007162,            0.007162
                  88,            0.025661,            0.018548,           0.0017286,             0.94792,             0.95608,             0.98222,             0.63067,            0.023472,            0.019146,           0.0016101,            0.007129,            0.007129,            0.007129
                  89,            0.026291,            0.018801,            0.001818,             0.87212,                0.95,             0.96842,             0.65321,            0.024468,            0.018776,           0.0016305,            0.007096,            0.007096,            0.007096
                  90,            0.026458,            0.018622,           0.0017819,             0.92307,             0.98585,             0.98126,             0.70342,            0.022041,            0.018415,           0.0017155,            0.007063,            0.007063,            0.007063
                  91,            0.025519,            0.018494,           0.0017758,             0.90797,             0.93669,             0.96837,             0.67527,            0.023359,            0.018064,           0.0016325,             0.00703,             0.00703,             0.00703
                  92,            0.026558,            0.018487,           0.0017056,             0.95028,             0.96863,             0.98149,             0.67402,            0.022953,            0.017452,             0.00156,            0.006997,            0.006997,            0.006997
                  93,             0.02508,             0.01753,           0.0018366,             0.87469,             0.96586,             0.96543,             0.69128,            0.022569,            0.017067,           0.0015498,            0.006964,            0.006964,            0.006964
                  94,            0.026813,            0.018578,           0.0018668,              0.9392,              0.9508,              0.9842,             0.69164,            0.024381,            0.018525,           0.0017085,            0.006931,            0.006931,            0.006931
                  95,            0.026772,            0.018292,           0.0019488,             0.94744,             0.97539,             0.98888,             0.69458,            0.022617,            0.017071,           0.0016907,            0.006898,            0.006898,            0.006898
                  96,            0.024749,            0.017811,           0.0020038,             0.95995,             0.97461,             0.98951,             0.69401,            0.021601,            0.016945,           0.0015721,            0.006865,            0.006865,            0.006865
                  97,            0.025012,            0.017821,           0.0017172,             0.93886,             0.97025,             0.98392,              0.7093,            0.023183,            0.016894,           0.0014013,            0.006832,            0.006832,            0.006832
                  98,            0.025758,            0.017747,           0.0015469,             0.94396,             0.97443,             0.98831,             0.71316,            0.021637,            0.017081,           0.0014477,            0.006799,            0.006799,            0.006799
                  99,            0.024412,            0.017661,           0.0015282,              0.9436,             0.96461,             0.98238,             0.65701,            0.022024,            0.016674,           0.0014354,            0.006766,            0.006766,            0.006766
                 100,            0.024701,            0.017432,           0.0015349,             0.95596,             0.97015,             0.98865,              0.7241,            0.023061,            0.017047,           0.0014353,            0.006733,            0.006733,            0.006733
                 101,            0.025639,            0.017969,           0.0017373,             0.92223,             0.97704,             0.98686,             0.71958,            0.021127,            0.016715,           0.0014357,              0.0067,              0.0067,              0.0067
                 102,            0.024024,            0.017588,           0.0016836,             0.92507,             0.98535,             0.98412,              0.7109,            0.021934,            0.016925,           0.0014169,            0.006667,            0.006667,            0.006667
                 103,            0.023309,            0.017392,           0.0018092,             0.94257,             0.98932,             0.98947,              0.7412,            0.020333,            0.015757,           0.0013337,            0.006634,            0.006634,            0.006634
                 104,            0.023706,            0.017071,           0.0016263,             0.96406,             0.95385,             0.98627,             0.72868,            0.021227,            0.017167,           0.0013281,            0.006601,            0.006601,            0.006601
                 105,            0.024487,            0.017454,            0.001515,             0.93652,             0.96458,             0.98144,             0.68756,            0.024387,            0.017513,           0.0013279,            0.006568,            0.006568,            0.006568
                 106,            0.023737,            0.017172,            0.001529,             0.94247,              0.9608,             0.98481,             0.69354,            0.022304,            0.017414,           0.0013299,            0.006535,            0.006535,            0.006535
                 107,            0.022557,            0.017314,           0.0016193,             0.94418,             0.95783,             0.98656,             0.71793,            0.020373,             0.01713,           0.0013417,            0.006502,            0.006502,            0.006502
                 108,            0.023618,            0.016744,           0.0014303,             0.95495,             0.97612,             0.98983,             0.60827,            0.025408,            0.017007,           0.0013146,            0.006469,            0.006469,            0.006469
                 109,            0.025433,            0.017592,           0.0016008,             0.96158,             0.98954,             0.98928,             0.71483,            0.021158,            0.015953,           0.0013362,            0.006436,            0.006436,            0.006436
                 110,            0.022791,            0.017501,           0.0015429,             0.97377,             0.97949,             0.98938,             0.72051,             0.02117,            0.015766,           0.0013196,            0.006403,            0.006403,            0.006403
                 111,            0.022735,            0.016632,           0.0015101,              0.9293,             0.98507,             0.98375,             0.68894,             0.01973,            0.015533,           0.0012727,             0.00637,             0.00637,             0.00637
                 112,            0.022492,            0.017082,           0.0013895,             0.97028,             0.97882,              0.9895,             0.67548,            0.022805,            0.016087,           0.0013352,            0.006337,            0.006337,            0.006337
                 113,            0.023145,            0.016963,           0.0015264,             0.96846,              0.9904,             0.99058,             0.72212,            0.019972,             0.01578,           0.0013629,            0.006304,            0.006304,            0.006304
                 114,            0.022614,            0.017186,           0.0014292,              0.9728,             0.98579,             0.98928,             0.72762,             0.02023,            0.016237,           0.0013732,            0.006271,            0.006271,            0.006271
                 115,             0.02292,             0.01683,           0.0015918,             0.97592,             0.98331,             0.98822,             0.73512,            0.019666,            0.016041,           0.0013602,            0.006238,            0.006238,            0.006238
                 116,             0.02183,            0.016554,           0.0014713,             0.97134,             0.98424,             0.98863,             0.70694,            0.020945,             0.01583,           0.0012901,            0.006205,            0.006205,            0.006205
                 117,            0.023097,            0.016676,           0.0014021,             0.96871,             0.98085,             0.98941,             0.75499,            0.019256,            0.015754,           0.0011924,            0.006172,            0.006172,            0.006172
                 118,             0.02191,            0.016423,           0.0013759,             0.94086,             0.96563,             0.98678,             0.72879,            0.020683,            0.015527,           0.0011336,            0.006139,            0.006139,            0.006139
                 119,            0.021998,            0.016371,           0.0013946,             0.96451,              0.9831,             0.98999,             0.70619,            0.020528,            0.016633,           0.0011564,            0.006106,            0.006106,            0.006106
                 120,            0.022172,            0.016522,           0.0014147,             0.97644,             0.98028,             0.99284,             0.74408,            0.019045,            0.015337,           0.0011795,            0.006073,            0.006073,            0.006073
                 121,            0.021276,            0.016327,           0.0013074,             0.96006,             0.97314,             0.99207,             0.73793,            0.019699,            0.014804,           0.0011512,             0.00604,             0.00604,             0.00604
                 122,            0.021609,            0.016273,           0.0013189,             0.97735,             0.97754,             0.99266,              0.7501,            0.018984,            0.015343,           0.0012509,            0.006007,            0.006007,            0.006007
                 123,            0.022196,            0.016884,           0.0015181,             0.98323,             0.97691,             0.99104,              0.7506,            0.019033,             0.01508,           0.0013659,            0.005974,            0.005974,            0.005974
                 124,            0.022041,            0.016082,           0.0015192,             0.96275,             0.98501,             0.99054,             0.74672,            0.019753,            0.015374,           0.0013337,            0.005941,            0.005941,            0.005941
                 125,            0.020742,            0.015783,           0.0014882,             0.97237,              0.9859,             0.99053,             0.70296,            0.018842,            0.015555,           0.0012726,            0.005908,            0.005908,            0.005908
                 126,            0.021043,            0.016319,           0.0013192,             0.96721,              0.9749,             0.99046,             0.73693,            0.019966,            0.015656,           0.0012059,            0.005875,            0.005875,            0.005875
                 127,            0.022183,            0.016146,           0.0012642,             0.97327,             0.98617,             0.99165,             0.78622,             0.01733,            0.015091,           0.0012115,            0.005842,            0.005842,            0.005842
                 128,            0.020446,            0.015952,           0.0011963,             0.97501,             0.97209,             0.99289,             0.73068,            0.018717,            0.015222,           0.0011412,            0.005809,            0.005809,            0.005809
                 129,            0.020682,            0.016147,           0.0012251,              0.9698,             0.98457,             0.99244,             0.75826,            0.018957,            0.014942,           0.0011349,            0.005776,            0.005776,            0.005776
                 130,            0.021813,            0.015987,           0.0013107,             0.96766,             0.98828,             0.99309,             0.74423,            0.018384,            0.016011,           0.0011782,            0.005743,            0.005743,            0.005743
                 131,            0.020317,            0.015809,           0.0013674,             0.98178,              0.9744,             0.99276,             0.76458,            0.018362,            0.015239,           0.0011607,             0.00571,             0.00571,             0.00571
                 132,            0.020147,            0.016277,           0.0013401,             0.97305,             0.97757,             0.99079,             0.74091,            0.018081,            0.015588,           0.0010962,            0.005677,            0.005677,            0.005677
                 133,            0.020018,            0.015856,           0.0011826,             0.96285,             0.97799,             0.99039,             0.72421,             0.01886,            0.014996,           0.0011261,            0.005644,            0.005644,            0.005644
                 134,            0.019934,            0.015581,           0.0012823,             0.96469,             0.98664,             0.99188,             0.75953,            0.016604,            0.014946,           0.0011257,            0.005611,            0.005611,            0.005611
                 135,            0.020053,            0.015278,           0.0013228,             0.95807,             0.98826,             0.99333,             0.76558,            0.017172,            0.015367,           0.0010946,            0.005578,            0.005578,            0.005578
                 136,            0.018782,            0.015849,           0.0012141,             0.97477,             0.98652,             0.99229,             0.77475,            0.017808,            0.014576,           0.0010671,            0.005545,            0.005545,            0.005545
                 137,            0.020404,            0.015303,           0.0012052,             0.97687,             0.98447,             0.99381,             0.70186,            0.019678,            0.015195,           0.0010561,            0.005512,            0.005512,            0.005512
                 138,             0.01982,            0.015231,           0.0012231,             0.97898,             0.98559,             0.99427,             0.75459,            0.017504,            0.014153,           0.0010289,            0.005479,            0.005479,            0.005479
                 139,            0.020058,            0.015238,           0.0011267,             0.97371,              0.9804,             0.99292,             0.76365,            0.017478,            0.014789,           0.0010648,            0.005446,            0.005446,            0.005446
                 140,            0.019633,            0.015125,           0.0012286,             0.97341,             0.97886,              0.9925,             0.77135,            0.018968,            0.015333,           0.0010656,            0.005413,            0.005413,            0.005413
                 141,            0.019371,            0.014998,           0.0011512,             0.97573,             0.98325,             0.99314,             0.75865,            0.018575,             0.01535,           0.0010154,             0.00538,             0.00538,             0.00538
                 142,            0.019894,            0.015238,            0.001253,              0.9791,             0.98573,             0.99358,              0.7491,            0.017145,            0.014034,          0.00094911,            0.005347,            0.005347,            0.005347
                 143,              0.0205,             0.01518,           0.0010597,             0.95036,             0.98445,              0.9938,             0.71278,            0.021147,            0.014821,          0.00098133,            0.005314,            0.005314,            0.005314
                 144,            0.020528,            0.015411,           0.0011962,             0.98029,             0.98333,             0.99383,             0.76228,            0.017533,            0.014377,           0.0010629,            0.005281,            0.005281,            0.005281
                 145,            0.019996,            0.015662,           0.0013655,               0.953,             0.98629,             0.99253,               0.758,            0.017323,             0.01432,           0.0010496,            0.005248,            0.005248,            0.005248
                 146,            0.019709,            0.015208,           0.0012079,             0.98366,             0.96873,             0.99409,             0.78653,             0.01725,             0.01459,           0.0011097,            0.005215,            0.005215,            0.005215
                 147,             0.01931,             0.01537,           0.0012577,             0.97451,             0.98192,             0.99336,             0.77142,            0.017913,            0.014725,           0.0011463,            0.005182,            0.005182,            0.005182
                 148,            0.019264,            0.014876,           0.0012848,             0.97657,             0.98266,             0.99102,             0.78668,            0.017536,            0.013998,           0.0011225,            0.005149,            0.005149,            0.005149
                 149,            0.018795,            0.015037,           0.0012601,             0.97498,             0.97978,             0.99026,             0.79481,            0.016749,             0.01474,           0.0011579,            0.005116,            0.005116,            0.005116
                 150,            0.018329,            0.015406,           0.0012092,              0.9883,             0.98783,             0.99339,             0.78106,            0.016421,            0.013843,           0.0011229,            0.005083,            0.005083,            0.005083
                 151,            0.018659,            0.014519,           0.0012123,             0.99215,             0.98129,             0.99425,             0.79866,            0.016459,            0.013753,           0.0010595,             0.00505,             0.00505,             0.00505
                 152,            0.019577,            0.014821,           0.0011712,             0.98923,             0.98707,              0.9944,             0.75896,            0.016329,            0.014152,           0.0010206,            0.005017,            0.005017,            0.005017
