               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  66,            0.027684,            0.026451,           0.0019719,              0.9327,             0.79226,             0.81925,             0.56734,            0.020168,            0.015513,           0.0014039,           0.0067825,           0.0067825,           0.0067825
                  67,            0.027208,            0.028195,           0.0018136,             0.93027,             0.78926,              0.8157,             0.57857,            0.018853,            0.015538,           0.0013564,            0.006733,            0.006733,            0.006733
                  68,            0.027095,            0.025178,           0.0020456,             0.94686,             0.79647,              0.8194,             0.57201,            0.021241,            0.016135,           0.0013193,           0.0066835,           0.0066835,           0.0066835
                  69,            0.025744,            0.026899,           0.0016367,             0.95308,             0.79747,             0.82081,             0.59061,            0.018419,            0.015576,           0.0013019,            0.006634,            0.006634,            0.006634
                  70,            0.025207,            0.024869,           0.0015683,             0.94643,             0.77763,             0.81982,             0.57543,            0.019056,            0.016542,           0.0013598,           0.0065845,           0.0065845,           0.0065845
                  71,            0.025285,            0.024875,            0.001435,             0.94174,             0.77338,             0.81151,             0.55043,             0.02084,            0.016421,           0.0013403,            0.006535,            0.006535,            0.006535
                  72,            0.025569,            0.026239,           0.0018192,             0.95565,             0.77331,             0.81876,             0.56896,            0.022472,            0.015657,           0.0013061,           0.0064855,           0.0064855,           0.0064855
                  73,            0.025776,            0.027416,           0.0017097,             0.92442,             0.77902,             0.81429,             0.58366,            0.018483,            0.015493,           0.0012884,            0.006436,            0.006436,            0.006436
                  74,            0.026021,            0.025032,           0.0021411,             0.91333,             0.77386,             0.80968,             0.55538,            0.019875,            0.015332,            0.001274,           0.0063865,           0.0063865,           0.0063865
                  75,            0.024911,            0.027084,           0.0025521,             0.94882,             0.79427,             0.82231,             0.59891,             0.01791,            0.014799,           0.0012377,            0.006337,            0.006337,            0.006337
                  76,            0.025385,            0.024219,           0.0019786,             0.95537,             0.80732,             0.82396,             0.59168,            0.018509,            0.014538,           0.0012393,           0.0062875,           0.0062875,           0.0062875
                  77,            0.023788,            0.024318,           0.0016387,             0.95527,              0.8065,             0.81988,             0.61134,             0.01832,            0.014767,           0.0012278,            0.006238,            0.006238,            0.006238
